auction_id,national_id,total_auctions_participated,total_auctions_won,total_bids_history,historical_win_rate,bids_to_wins_ratio,starting_price,final_price,minimum_bid_increment,auction_duration_minutes,number_of_unique_bidders,total_bids_in_auction,bids_count_in_auction,bid_share_in_auction,avg_seconds_between_bids,first_bid_time_from_start_minutes,last_bid_time_to_end_minutes,used_minimum_increment_ratio,bid_increment_avg,aggressive_bidding_flag,early_entry_flag,late_exit_flag,won_auction_flag,suspicious_score_generation,suspicious_label
AUC_1350,1681663638,29,0,538,0.0,538.0,797852,914077,1000,60,22,94,21,0.2234,29.68,5.8,2.25,0.7027,1155.56,1,1,1,1,0.9088,0
AUC_1030,1009490431,58,27,255,0.4655,9.4444,633010,651853,10000,120,17,266,15,0.0564,251.96,34.79,6.37,0.2292,31085.96,0,0,1,0,0.0709,0
AUC_1173,1677935655,25,0,171,0.0,171.0,1869771,2029584,5000,120,5,76,18,0.2368,32.27,30.88,8.69,0.9088,10896.84,1,0,1,1,0.9058,1
AUC_1223,2312518929,20,5,81,0.25,16.2,283601,346400,5000,180,8,117,2,0.0171,999.16,96.33,68.03,0.1163,11077.33,0,0,0,0,0.1126,0
AUC_1329,1474114315,50,4,1133,0.08,283.25,848046,1022123,1000,60,4,30,24,0.8,46.03,1.38,0.32,0.9552,1825.4,1,1,1,0,0.987,1
AUC_1003,1806802638,42,3,144,0.0714,48.0,543853,610239,10000,180,15,130,3,0.0231,1182.88,90.72,66.16,0.5349,14430.0,0,0,0,0,0.1646,0
AUC_1083,1956984241,22,0,455,0.0,455.0,974290,1263753,10000,30,22,94,26,0.2766,57.86,5.38,4.56,0.8412,14575.87,1,0,0,0,0.7928,1
AUC_1024,1520049198,35,10,347,0.2857,34.7,1835545,2154128,1000,240,12,125,7,0.056,1054.44,94.1,52.62,0.5078,4437.86,0,0,0,0,0.1963,1
AUC_1395,1494263669,84,1,1418,0.0119,1418.0,1232901,1363274,10000,90,20,80,20,0.25,42.51,17.21,10.44,0.7094,17493.09,1,0,1,0,0.9207,1
AUC_1164,1846492239,4,1,19,0.25,19.0,1216821,1421979,20000,30,18,242,9,0.0372,564.72,13.2,20.48,0.293,76161.87,0,0,0,0,0.0257,0
AUC_1351,2420756297,122,12,1408,0.0984,117.3333,1872885,1953526,10000,30,23,148,31,0.2095,79.71,2.13,1.26,0.9032,13725.18,0,1,1,0,0.9503,1
AUC_1235,1353161447,20,1,414,0.05,414.0,1866205,2074345,2000,180,7,64,34,0.5312,31.08,9.08,13.85,0.8851,3054.57,1,1,1,0,0.99,1
AUC_1205,1708918813,92,0,2101,0.0,2101.0,317288,400791,1000,120,11,58,29,0.5,33.71,25.73,0.38,0.7333,1093.71,1,0,1,1,0.9683,1
AUC_1040,2936431139,89,34,782,0.382,23.0,851462,1057491,2000,120,22,97,3,0.0309,392.69,83.56,18.24,0.1556,2745.9,0,0,0,0,0.0744,0
AUC_1198,1403007818,15,0,37,0.0,37.0,1523808,1645161,1000,60,11,140,1,0.0071,464.78,5.96,20.75,0.2375,4464.75,0,1,0,1,0.1758,0
AUC_1188,1006706665,29,1,917,0.0345,917.0,938373,1146509,5000,240,12,110,22,0.2,46.33,26.61,42.68,0.9614,6098.51,1,1,0,0,0.9194,1
AUC_1219,2330304419,63,1,891,0.0159,891.0,1361940,1645501,2000,120,20,328,30,0.0915,15.22,6.13,8.16,0.6947,2725.87,1,1,1,0,0.99,1
AUC_1324,2717848714,95,6,1309,0.0632,218.1667,1129271,1469978,20000,30,11,97,38,0.3918,55.88,1.4,0.38,0.7337,36511.71,1,1,1,0,0.8538,1
AUC_1234,2953380967,97,0,1778,0.0,1778.0,986421,1097274,10000,240,3,42,23,0.5476,76.7,77.87,15.87,0.6739,16992.09,0,0,1,0,0.8563,1
AUC_1002,1930513221,116,50,535,0.431,10.7,971764,1084860,5000,120,19,171,17,0.0994,430.09,55.72,30.01,0.5122,15427.45,0,0,0,0,0.1157,0
AUC_1155,2427086011,57,20,144,0.3509,7.2,1632281,2064990,10000,90,3,10,3,0.3,261.52,83.66,3.29,0.1593,19850.41,0,0,1,0,0.1566,1
AUC_1066,1909456445,44,4,342,0.0909,85.5,1820441,1950750,5000,90,24,341,8,0.0235,889.76,9.64,22.99,0.2772,11689.09,0,1,0,1,0.2577,0
AUC_1321,1487793805,90,4,1470,0.0444,367.5,403204,484231,1000,120,3,41,21,0.5122,5.27,25.11,10.25,0.7917,1372.86,1,0,1,0,0.99,1
AUC_1374,1710833114,75,0,2007,0.0,2007.0,547910,639783,2000,90,13,155,32,0.2065,56.54,19.0,2.54,0.8121,3465.26,1,0,1,1,0.9729,1
AUC_1140,2788443390,23,0,579,0.0,579.0,384199,459386,5000,180,9,45,32,0.7111,103.75,28.73,11.08,0.7782,7085.51,0,0,1,0,0.9479,1
AUC_1252,2731838845,30,2,715,0.0667,357.5,1431450,1809547,2000,180,7,70,36,0.5143,55.71,14.35,12.06,0.9637,2169.15,1,1,1,0,0.99,1
AUC_1231,1095790042,72,23,277,0.3194,12.0435,1460785,1523628,5000,60,19,264,5,0.0189,107.5,28.44,4.17,0.6975,11725.74,0,0,1,0,0.1587,0
AUC_1132,1308411314,34,4,261,0.1176,65.25,1372594,1611528,1000,240,6,69,9,0.1304,561.0,34.91,99.99,0.1283,1377.23,0,0,0,0,0.1417,0
AUC_1235,1793962229,23,10,181,0.4348,18.1,1113950,1245786,2000,120,22,362,11,0.0304,164.75,42.34,11.47,0.2876,2113.25,0,0,1,0,0.01,0
AUC_1062,1516883931,101,40,888,0.396,22.2,1560038,1839111,2000,120,15,183,11,0.0601,354.86,67.74,9.75,0.5442,4932.79,0,0,1,0,0.2397,0
AUC_1231,1270811470,31,0,657,0.0,657.0,524414,569627,10000,180,24,224,23,0.1027,51.76,53.88,29.56,0.8046,12859.55,1,0,0,0,0.8771,1
AUC_1242,1343535785,42,13,147,0.3095,11.3077,1592623,2035014,10000,120,6,40,13,0.325,174.43,53.23,28.0,0.6414,14567.91,0,0,0,0,0.1799,0
AUC_1174,1637644085,14,1,143,0.0714,143.0,1351207,1705924,2000,180,20,146,16,0.1096,24.38,36.68,12.39,0.7636,4025.85,0,0,1,0,0.7919,1
AUC_1229,1175023997,29,0,493,0.0,493.0,761583,819158,10000,90,24,225,26,0.1156,99.83,3.83,4.19,0.7986,11750.83,0,1,1,0,0.7834,1
AUC_1220,1224743605,46,15,167,0.3261,11.1333,385766,422008,20000,180,11,101,7,0.0693,219.41,148.27,30.38,0.1792,32697.94,0,0,0,1,0.1508,0
AUC_1177,2226548392,83,32,359,0.3855,11.2188,1842376,2284801,1000,30,4,23,3,0.1304,336.16,17.17,2.78,0.3819,2009.27,0,0,1,0,0.0556,0
AUC_1185,1727465418,46,10,193,0.2174,19.3,1449522,1668494,5000,120,7,100,3,0.03,248.07,61.81,1.11,0.2631,10507.82,0,0,1,0,0.0845,0
AUC_1010,2400168889,64,9,367,0.1406,40.7778,1552554,1905760,5000,240,8,133,11,0.0827,363.88,176.31,41.25,0.2621,11191.34,0,0,0,0,0.1301,0
AUC_1025,1278279020,77,4,769,0.0519,192.25,1440713,1733897,20000,60,21,362,28,0.0773,43.99,9.32,6.38,0.8871,35930.1,1,0,1,0,0.8787,1
AUC_1034,1314904759,77,2,698,0.026,349.0,1312037,1393827,1000,180,17,177,28,0.1582,11.07,45.29,6.57,0.9474,1169.53,1,0,1,0,0.8563,1
AUC_1319,1933572178,61,18,837,0.2951,46.5,109702,131071,20000,120,22,63,7,0.1111,487.64,76.51,8.68,0.6252,33514.47,0,0,1,0,0.1718,0
AUC_1330,1832835600,94,37,544,0.3936,14.7027,547948,686987,5000,240,13,61,11,0.1803,165.37,118.03,32.52,0.6416,16498.98,0,0,0,1,0.167,0
AUC_1070,2966634962,47,9,247,0.1915,27.4444,385878,478615,1000,60,20,324,7,0.0216,382.57,48.61,3.36,0.3397,2939.35,0,0,1,1,0.186,1
AUC_1058,2824334435,127,4,3240,0.0315,810.0,1551762,1969913,5000,120,10,102,39,0.3824,85.46,1.17,7.56,0.7222,6472.07,0,1,1,0,0.8657,1
AUC_1163,1562844821,119,7,2636,0.0588,376.5714,886966,991526,2000,120,9,159,32,0.2013,77.18,2.52,9.75,0.715,3805.75,0,1,1,0,0.8519,0
AUC_1131,1595587693,92,5,659,0.0543,131.8,611970,778811,2000,120,5,62,21,0.3387,13.34,27.1,1.51,0.9168,2537.65,1,0,1,0,0.8531,1
AUC_1000,2161177456,89,16,600,0.1798,37.5,125894,146043,1000,90,15,95,3,0.0316,358.17,68.43,13.59,0.4841,1920.28,0,0,0,0,0.1007,0
AUC_1364,2963546224,85,13,584,0.1529,44.9231,1500852,1806150,5000,120,22,308,5,0.0162,398.6,42.31,9.69,0.6104,5352.14,0,0,1,1,0.2029,0
AUC_1312,2899743653,43,11,351,0.2558,31.9091,366648,425832,2000,120,12,204,6,0.0294,506.41,47.89,45.62,0.4178,6971.91,0,0,0,0,0.0736,0
AUC_1289,2298858727,51,25,314,0.4902,12.56,824648,965313,5000,30,14,158,10,0.0633,447.1,15.64,11.98,0.3857,5484.29,0,0,0,1,0.0791,0
AUC_1094,2226630977,48,2,155,0.0417,77.5,1896816,1989471,20000,30,17,271,7,0.0258,381.96,28.28,2.67,0.3224,53829.97,0,0,1,0,0.2251,0
AUC_1229,2393905357,56,0,581,0.0,581.0,1382132,1463341,1000,30,16,198,14,0.0707,22.6,0.15,2.21,0.6761,1842.16,0,1,1,0,0.6135,0
AUC_1019,1606966433,67,23,322,0.3433,14.0,1100363,1188561,5000,90,4,20,10,0.5,302.59,66.65,1.09,0.3428,10323.97,0,0,1,0,0.296,0
AUC_1133,1249821760,28,6,135,0.2143,22.5,1224707,1313788,2000,120,12,169,4,0.0237,478.96,21.89,23.9,0.1746,3385.98,0,0,0,1,0.1175,0
AUC_1280,1659539882,38,10,318,0.2632,31.8,1299520,1537927,20000,180,6,48,2,0.0417,680.6,114.37,50.54,0.1096,46577.02,0,0,0,0,0.1356,0
AUC_1287,1768858792,45,4,831,0.0889,207.75,853243,1047503,10000,30,6,71,37,0.5211,83.51,5.67,0.41,0.6398,18999.85,0,0,1,0,0.8997,1
AUC_1141,2136739592,72,3,1124,0.0417,374.6667,1063450,1278465,10000,90,3,43,34,0.7907,10.33,10.32,7.31,0.754,13009.51,1,1,1,0,0.99,1
AUC_1303,1983119364,56,20,421,0.3571,21.05,1005344,1262672,20000,60,6,47,5,0.1064,390.32,48.43,3.52,0.4943,27415.65,0,0,1,0,0.2081,0
AUC_1161,1760579909,16,5,81,0.3125,16.2,1676899,2032002,2000,180,22,322,8,0.0248,51.48,168.67,32.09,0.429,5940.07,0,0,0,0,0.1178,0
AUC_1064,2713276354,75,21,528,0.28,25.1429,710999,869281,1000,90,15,263,3,0.0114,126.01,55.46,4.51,0.5849,2704.33,0,0,1,0,0.1451,0
AUC_1367,2659928762,94,28,511,0.2979,18.25,259393,306320,2000,180,10,89,12,0.1348,382.21,20.17,54.18,0.4433,6883.18,0,1,0,0,0.1826,0
AUC_1166,1900617513,11,0,214,0.0,214.0,1017268,1319248,1000,120,10,89,30,0.3371,6.42,0.17,10.41,0.6547,1284.48,1,1,1,0,0.8482,0
AUC_1262,2010596710,45,8,489,0.1778,61.125,1111988,1302481,5000,240,4,67,16,0.2388,185.56,27.45,37.08,0.4596,12344.22,0,1,0,1,0.2867,0
AUC_1159,2928410424,113,39,650,0.3451,16.6667,1706847,1888788,5000,240,22,321,6,0.0187,109.93,143.92,91.93,0.4248,16998.67,0,0,0,1,0.0935,1
AUC_1287,1259655455,116,51,546,0.4397,10.7059,898176,1090595,2000,30,10,129,6,0.0465,127.97,4.09,1.13,0.289,6706.76,0,0,1,0,0.1265,0
AUC_1078,1950653158,69,2,435,0.029,217.5,961300,1175922,5000,180,24,81,11,0.1358,11.06,35.14,11.54,0.8507,6481.48,0,0,1,0,0.5836,0
AUC_1184,2312606996,41,9,110,0.2195,12.2222,1852129,2033537,1000,240,24,291,5,0.0172,478.85,19.52,93.49,0.5297,2648.53,0,1,0,1,0.1792,0
AUC_1075,2956200691,29,2,94,0.069,47.0,832692,874105,1000,30,3,18,5,0.2778,232.29,1.79,7.96,0.4756,3387.95,0,1,0,0,0.3762,0
AUC_1087,1503863297,42,0,569,0.0,569.0,1901062,1984195,2000,90,8,92,29,0.3152,13.35,9.07,8.12,0.8005,3411.08,1,1,1,1,0.99,1
AUC_1206,2844218342,81,6,1939,0.0741,323.1667,710073,849624,10000,90,21,162,28,0.1728,13.84,26.57,7.63,0.9487,21245.4,1,0,1,0,0.99,1
AUC_1354,1809801350,34,1,560,0.0294,560.0,1918856,2154627,1000,90,18,122,15,0.123,97.81,18.04,13.55,0.8644,1092.36,0,0,0,0,0.7917,1
AUC_1351,1601141305,8,0,52,0.0,52.0,1828097,2322903,1000,90,3,25,11,0.44,185.18,61.49,5.77,0.6764,2008.75,0,0,1,1,0.4883,0
AUC_1152,2031169410,28,5,184,0.1786,36.8,380209,468900,5000,90,22,309,9,0.0291,385.17,57.67,11.17,0.6926,13137.23,0,0,0,1,0.1344,0
AUC_1251,2130234340,92,7,2370,0.0761,338.5714,496129,616862,5000,120,8,135,38,0.2815,62.4,16.22,6.73,0.7699,5710.01,1,0,1,0,0.9789,1
AUC_1158,1268960969,152,5,3573,0.0329,714.6,528254,685242,1000,120,4,55,39,0.7091,57.62,31.83,18.03,0.9606,1116.39,1,0,0,0,0.99,1
AUC_1005,2475867966,36,2,256,0.0556,128.0,1973161,2358627,20000,90,8,37,5,0.1351,965.52,66.4,38.51,0.1098,54230.29,0,0,0,0,0.2553,1
AUC_1318,2515068235,73,19,1010,0.2603,53.1579,1000423,1243807,10000,180,4,65,7,0.1077,105.36,48.1,9.67,0.3919,13362.36,0,0,1,0,0.1089,0
AUC_1184,2464774714,7,1,19,0.1429,19.0,1519081,1748560,1000,30,11,33,11,0.3333,220.91,23.44,1.16,0.5757,1584.69,0,0,1,0,0.3059,1
AUC_1098,2070407446,41,2,359,0.0488,179.5,1281150,1615079,10000,180,17,230,38,0.1652,41.03,20.32,15.29,0.6753,12044.04,1,1,1,0,0.9838,1
AUC_1227,2670738112,8,2,58,0.25,29.0,1933012,2088190,5000,240,22,302,2,0.0066,260.65,202.77,110.36,0.2903,9277.55,0,0,0,0,0.1608,0
AUC_1271,1400770996,86,0,730,0.0,730.0,1612091,2128168,10000,120,22,118,30,0.2542,23.89,25.36,6.99,0.5698,21732.44,1,0,1,0,0.8737,0
AUC_1076,1232859587,13,3,30,0.2308,10.0,1155816,1404949,20000,180,17,272,6,0.0221,820.19,91.88,117.87,0.4515,75132.55,0,0,0,0,0.168,1
AUC_1285,1019569445,14,1,51,0.0714,51.0,764022,959853,2000,90,16,67,6,0.0896,943.07,59.02,46.47,0.3347,4305.01,0,0,0,1,0.0638,0
AUC_1341,2134734325,75,37,541,0.4933,14.6216,1411536,1679280,20000,90,10,28,17,0.6071,82.21,9.33,27.33,0.4674,57439.41,0,1,0,1,0.2557,0
AUC_1149,1458067379,129,3,3537,0.0233,1179.0,1338686,1509227,20000,120,10,91,37,0.4066,39.92,17.59,0.9,0.7798,22296.95,1,0,1,0,0.99,1
AUC_1387,1794866427,47,12,565,0.2553,47.0833,457011,573289,20000,180,5,22,8,0.3636,105.83,116.34,19.65,0.2014,31001.44,0,0,1,1,0.2703,0
AUC_1030,2742948530,110,11,1681,0.1,152.8182,1278349,1624333,5000,180,11,158,22,0.1392,78.25,11.18,17.68,0.7765,7266.87,0,1,1,0,0.7687,1
AUC_1374,1987985154,91,37,419,0.4066,11.3243,1430001,1508460,20000,120,6,102,9,0.0882,104.96,18.3,11.15,0.3236,32915.73,0,0,1,0,0.2157,0
AUC_1273,2432419906,3,0,26,0.0,26.0,1133029,1402836,1000,60,21,124,8,0.0645,229.72,43.91,16.54,0.3261,2320.26,0,0,0,1,0.1554,0
AUC_1109,2029989241,88,35,253,0.3977,7.2286,944660,986758,10000,120,7,96,7,0.0729,121.27,95.04,17.34,0.2656,24455.29,0,0,0,0,0.0396,0
AUC_1069,2849604929,2,0,13,0.0,13.0,393730,479077,10000,180,20,297,3,0.0101,1038.95,146.06,28.84,0.3255,37460.07,0,0,0,1,0.1437,0
AUC_1208,2662635139,42,3,286,0.0714,95.3333,1276206,1472151,10000,30,6,100,7,0.07,64.35,17.54,1.15,0.6849,23441.51,0,0,1,0,0.3525,0
AUC_1277,2567694558,115,5,2399,0.0435,479.8,1878540,2303764,5000,180,20,260,42,0.1615,61.66,58.94,9.18,0.7379,6871.94,1,0,1,0,0.9059,1
AUC_1337,2524987913,114,2,3575,0.0175,1787.5,826586,1000133,1000,180,15,125,31,0.248,53.58,32.68,24.63,0.7981,1517.51,1,0,0,0,0.7012,1
AUC_1250,1002961335,97,5,777,0.0515,155.4,1042961,1143979,2000,30,16,226,27,0.1195,15.05,1.97,2.44,0.8462,2524.93,1,1,1,0,0.831,1
AUC_1136,2040603198,43,13,520,0.3023,40.0,755745,853159,10000,60,9,157,6,0.0382,359.14,7.81,15.86,0.3599,12396.63,0,0,0,1,0.165,0
AUC_1080,2702890026,91,21,1180,0.2308,56.1905,675637,694678,2000,240,15,192,12,0.0625,121.06,135.05,52.2,0.214,6791.21,0,0,0,0,0.1786,0
AUC_1266,1192870222,58,25,205,0.431,8.2,1869021,2056967,10000,60,16,161,16,0.0994,297.99,37.91,15.12,0.4316,15968.0,0,0,0,0,0.0432,0
AUC_1315,1540148660,27,5,78,0.1852,15.6,960142,1072355,10000,60,6,78,10,0.1282,318.91,56.95,1.81,0.5256,26485.18,0,0,1,1,0.1909,0
AUC_1188,1868199756,58,15,626,0.2586,41.7333,1730035,2137053,2000,120,24,56,17,0.3036,492.38,65.01,18.94,0.2188,3111.9,0,0,0,0,0.2344,0
AUC_1215,2977447670,44,14,388,0.3182,27.7143,783937,839957,1000,180,9,61,6,0.0984,788.44,9.25,85.0,0.1809,2528.66,0,1,0,0,0.0335,0
AUC_1221,2781306524,25,10,90,0.4,9.0,1090326,1279594,10000,30,14,235,14,0.0596,432.52,1.11,4.29,0.2258,33277.63,0,1,0,0,0.2896,1
AUC_1275,2761326267,6,0,48,0.0,48.0,88726,102262,1000,30,22,180,11,0.0611,355.02,23.72,4.24,0.6173,1085.41,0,0,0,1,0.2272,0
AUC_1190,2036284569,25,0,336,0.0,336.0,530753,633711,5000,120,23,362,28,0.0773,35.92,13.1,4.27,0.6544,8333.92,1,1,1,0,0.8202,1
AUC_1095,1989082513,18,0,171,0.0,171.0,447251,505327,1000,120,3,50,21,0.42,84.75,12.64,6.75,0.8055,1039.79,0,1,1,0,0.7709,0
AUC_1386,1213747502,32,11,318,0.3438,28.9091,141838,174402,20000,180,18,318,6,0.0189,413.54,16.6,67.83,0.5637,59480.8,0,1,0,1,0.2427,0
AUC_1034,2994852840,3,1,16,0.3333,16.0,1095521,1223882,20000,180,5,41,4,0.0976,169.66,152.44,52.96,0.4161,86938.67,0,0,0,1,0.048,0
AUC_1299,2663904873,136,7,1808,0.0515,258.2857,498102,592660,2000,90,24,300,34,0.1133,74.62,5.42,1.48,0.8304,3752.65,0,1,1,0,0.703,1
AUC_1186,1418807781,58,3,1043,0.0517,347.6667,85782,106974,1000,180,19,115,17,0.1478,26.11,0.19,3.75,0.6418,1296.52,0,1,1,0,0.6876,1
AUC_1046,2440201733,10,0,64,0.0,64.0,730222,870341,20000,180,11,81,3,0.037,366.59,58.63,32.11,0.3598,73425.52,0,0,0,0,0.2089,0
AUC_1287,1594423299,51,16,121,0.3137,7.5625,228767,302791,20000,90,3,28,11,0.3929,92.4,58.28,12.48,0.6871,26217.92,0,0,0,0,0.1665,0
AUC_1306,1951750687,67,7,384,0.1045,54.8571,277524,302628,20000,180,6,33,3,0.0909,183.9,141.83,12.69,0.3862,54935.68,0,0,1,0,0.2255,1
AUC_1147,2087837791,1,1,8,1.0,8.0,959586,1091159,5000,120,8,100,8,0.08,287.44,47.32,81.59,0.4961,11132.87,0,0,0,0,0.0698,0
AUC_1226,1846280903,64,0,1217,0.0,1217.0,162597,175947,10000,120,16,151,14,0.0927,24.05,34.43,0.12,0.7961,11794.62,0,0,1,0,0.6279,1
AUC_1100,1822371578,41,13,171,0.3171,13.1538,991547,1184834,5000,180,5,42,9,0.2143,326.91,92.22,19.26,0.4821,8051.28,0,0,1,0,0.3586,1
AUC_1246,1977856781,22,8,51,0.3636,6.375,1526528,1658573,2000,30,22,255,11,0.0431,238.3,22.37,1.86,0.1706,4534.99,0,0,1,1,0.1684,0
AUC_1254,1085866670,22,5,191,0.2273,38.2,711275,824119,10000,60,22,217,8,0.0369,414.86,37.69,3.72,0.487,24116.19,0,0,1,0,0.1926,0
AUC_1139,1507390321,81,28,377,0.3457,13.4643,1750668,1957466,2000,60,16,252,6,0.0238,293.01,41.34,0.7,0.2353,3517.01,0,0,1,1,0.011,0
AUC_1196,1015470830,28,11,123,0.3929,11.1818,1560313,1689663,1000,60,7,66,8,0.1212,248.02,28.58,3.92,0.3086,2423.46,0,0,1,0,0.1143,0
AUC_1278,1003782776,29,6,253,0.2069,42.1667,961546,1035168,5000,60,14,59,1,0.0169,770.61,15.91,11.75,0.4514,12433.76,0,0,0,0,0.2709,1
AUC_1058,2800240445,38,11,387,0.2895,35.1818,1073221,1219736,1000,90,19,157,17,0.1083,211.7,19.95,29.47,0.4826,2013.25,0,0,0,0,0.1922,1
AUC_1366,1035229741,116,18,590,0.1552,32.7778,1875037,2253317,10000,30,14,250,17,0.068,237.56,8.8,5.52,0.6381,19502.19,0,0,0,0,0.2518,0
AUC_1082,2813696545,31,0,927,0.0,927.0,1705821,2136929,1000,180,8,123,18,0.1463,12.19,24.7,20.06,0.6781,1442.69,1,0,1,0,0.7299,1
AUC_1285,2353189162,13,0,122,0.0,122.0,1468685,1646780,10000,120,5,48,15,0.3125,34.56,10.0,11.21,0.8761,21618.04,0,1,1,0,0.8942,1
AUC_1101,2838808499,96,23,760,0.2396,33.0435,779809,997496,5000,30,7,70,11,0.1571,324.89,0.03,7.93,0.4175,6365.93,0,1,0,0,0.2721,1
AUC_1182,1909585690,114,10,3322,0.0877,332.2,1610613,2024766,2000,120,13,170,17,0.1,66.38,16.28,5.86,0.6811,3210.83,0,0,1,0,0.6423,0
AUC_1126,2862896309,100,5,2330,0.05,466.0,490431,570596,2000,30,8,57,29,0.5088,89.08,3.17,1.99,0.6835,2409.83,0,1,1,0,0.8745,1
AUC_1228,2323877547,106,26,699,0.2453,26.8846,547326,614938,10000,30,6,82,8,0.0976,399.27,3.29,4.07,0.315,11176.61,0,1,0,0,0.1828,0
AUC_1173,2473146461,15,0,350,0.0,350.0,448336,488714,2000,180,5,30,10,0.3333,21.78,13.55,9.09,0.567,2097.1,0,1,1,0,0.8026,1
AUC_1048,2775128644,83,2,784,0.0241,392.0,1172002,1297779,20000,30,19,114,21,0.1842,8.68,4.86,2.15,0.8753,41235.62,1,0,1,0,0.8117,1
AUC_1139,2598314096,103,1,1188,0.0097,1188.0,181022,229484,20000,180,20,135,30,0.2222,69.93,35.69,5.97,0.7246,30986.77,1,0,1,0,0.861,1
AUC_1032,2913003337,38,9,325,0.2368,36.1111,998554,1177082,10000,120,23,117,10,0.0855,407.19,46.94,18.95,0.1855,29661.37,0,0,0,0,0.1196,0
AUC_1183,2982474193,6,0,32,0.0,32.0,931101,951230,10000,180,11,100,1,0.01,160.33,19.4,44.59,0.1133,26450.05,0,1,0,0,0.1423,0
AUC_1135,2259911227,123,12,3406,0.0976,283.8333,1106319,1467388,20000,90,4,48,21,0.4375,55.64,21.03,5.52,0.6355,37916.2,1,0,1,0,0.807,1
AUC_1032,2519755541,109,54,989,0.4954,18.3148,1078826,1251543,5000,60,10,54,8,0.1481,334.48,0.09,21.45,0.5914,11801.07,0,1,0,0,0.1533,0
AUC_1002,2480393170,57,17,221,0.2982,13.0,845173,969458,1000,120,18,70,17,0.2429,121.14,50.9,5.66,0.2745,2176.83,0,0,1,0,0.1324,0
AUC_1373,2911925376,2,1,13,0.5,13.0,1277940,1432693,5000,60,10,95,8,0.0842,808.83,46.56,30.97,0.3612,22346.62,0,0,0,0,0.01,0
AUC_1089,2115832111,51,19,599,0.3725,31.5263,1484470,1652121,10000,120,8,99,12,0.1212,105.1,70.7,14.87,0.4537,33559.29,0,0,0,1,0.1021,0
AUC_1350,1249091000,78,3,1662,0.0385,554.0,1694686,2062057,10000,120,9,157,21,0.1338,31.26,20.86,10.88,0.7275,11586.15,1,0,1,0,0.7663,1
AUC_1367,2225184276,66,13,435,0.197,33.4615,1716732,2027517,2000,180,3,43,9,0.2093,430.97,78.9,2.22,0.2348,4881.13,0,0,1,0,0.223,1
AUC_1120,1995422431,41,20,193,0.4878,9.65,931836,1102264,5000,120,5,13,2,0.1538,297.85,102.23,17.74,0.6088,5172.3,0,0,0,1,0.01,0
AUC_1249,1081309252,67,6,1788,0.0896,298.0,97402,124710,5000,120,17,60,37,0.6167,14.12,17.94,13.21,0.7593,8850.83,1,0,1,0,0.99,1
AUC_1285,1206766469,10,3,82,0.3,27.3333,519118,590750,20000,120,18,303,4,0.0132,372.51,92.81,68.06,0.5326,53154.08,0,0,0,1,0.1892,1
AUC_1064,2924972609,97,5,1840,0.0515,368.0,532529,668621,10000,60,7,26,14,0.5385,27.38,7.08,2.56,0.7384,16137.69,0,1,1,0,0.7699,1
AUC_1317,2341198521,37,6,243,0.1622,40.5,817759,978969,2000,180,11,175,7,0.04,602.74,152.63,77.44,0.4454,7647.23,0,0,0,1,0.1261,1
AUC_1202,1175445026,35,9,183,0.2571,20.3333,165964,203095,10000,90,20,228,5,0.0219,1104.52,25.7,51.86,0.4369,13642.6,0,0,0,0,0.0841,0
AUC_1053,1393784261,29,8,178,0.2759,22.25,1601900,1643431,20000,120,16,207,5,0.0242,400.57,9.62,60.28,0.1324,52384.21,0,1,0,0,0.2456,0
AUC_1289,1185471065,30,9,274,0.3,30.4444,950454,1055601,5000,90,13,173,6,0.0347,436.78,29.77,17.35,0.3548,21853.39,0,0,0,0,0.1606,0
AUC_1284,1770433827,115,2,1667,0.0174,833.5,1709185,1852176,20000,60,22,184,32,0.1739,119.23,12.18,2.41,0.9596,23334.32,0,0,1,0,0.7782,1
AUC_1280,2461996458,38,2,878,0.0526,439.0,1627657,1792920,2000,120,20,295,32,0.1085,44.39,9.62,14.32,0.8228,3667.76,1,1,1,0,0.99,1
AUC_1128,1606674794,21,8,161,0.381,20.125,400300,424550,20000,120,15,143,11,0.0769,416.77,13.4,37.59,0.5678,66982.71,0,1,0,0,0.2399,0
AUC_1255,2462286534,57,11,535,0.193,48.6364,1570831,1800430,2000,180,18,208,16,0.0769,80.17,76.01,35.58,0.4462,6466.41,0,0,0,0,0.2567,0
AUC_1019,2116453070,153,0,2050,0.0,2050.0,1392201,1636436,10000,180,3,44,36,0.8182,63.77,35.8,0.22,0.8784,14148.24,1,0,1,1,0.99,1
AUC_1071,1602626221,60,10,255,0.1667,25.5,1704943,1793351,20000,90,19,294,17,0.0578,151.41,20.74,17.39,0.5034,49529.65,0,0,0,0,0.2121,0
AUC_1040,1736203343,51,1,514,0.0196,514.0,307293,386426,5000,60,7,73,26,0.3562,19.92,16.29,5.96,0.9003,9776.86,1,0,1,0,0.99,1
AUC_1133,1039227769,31,1,366,0.0323,366.0,702532,817317,1000,90,4,65,26,0.4,13.29,18.72,3.98,0.636,1708.13,1,0,1,0,0.89,1
AUC_1107,2724612280,47,3,199,0.0638,66.3333,1133531,1361005,1000,90,3,31,9,0.2903,175.08,55.15,10.45,0.6502,2352.1,0,0,1,0,0.2696,0
AUC_1292,2890879312,15,3,96,0.2,32.0,600407,685756,20000,240,4,32,2,0.0625,1108.49,170.02,87.37,0.2404,43548.31,0,0,0,0,0.0849,0
